opening_eco,opening_name,opening_ply,Opening_ID,Opening_Family,Complexity_Level
D00,Queen's Pawn Game: Veresov Attack |  Anti-Veresov,4,1018,Queen's Pawn Game,Intermediate
C26,Bishop's Opening: Vienna Hybrid |  Spielmann Attack,7,1019,Bishop's Opening,Intermediate
C53,Italian Game: Bird's Attack,9,1020,Italian Game,Advanced
E33,Nimzo-Indian Defense: Classical Variation |  Zurich Variation,8,1021,Nimzo-Indian Defense,Advanced
B10,Caro-Kann Defense: Euwe Attack,3,1022,Caro-Kann Defense,Basic
A00,Polish Opening: Grigorian Variation,2,1023,Polish Opening,Basic
C51,Italian Game: Evans Gambit |  McDonnell Defense,10,1024,Italian Game,Advanced
B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Pin Defense,12,1025,Sicilian Defense,Advanced
E10,Blumenfeld Countergambit Accepted,12,1026,Blumenfeld Countergambit Accepted,Advanced
C64,Ruy Lopez: Classical Variation |  Modern Main Line,13,1027,Ruy Lopez,Advanced
B08,Pirc Defense: Classical Variation |  Quiet System |  Czech Defense,12,1028,Pirc Defense,Advanced
B02,Alekhine Defense: Krejcik Variation,3,1029,Alekhine Defense,Basic
B10,Caro-Kann Defense: Masi Variation,4,1030,Caro-Kann Defense,Intermediate
C51,Italian Game: Evans Gambit Declined,8,1031,Italian Game,Advanced
B76,Sicilian Defense: Dragon Variation |  Yugoslav Attack,14,1032,Sicilian Defense,Advanced
A57,Benoni Defense: Hromadka System,6,1033,Benoni Defense,Intermediate
B10,Caro-Kann Defense: Massachusetts Defense,4,1034,Caro-Kann Defense,Intermediate
A43,Benoni Defense: Benoni Gambit |  Schlenker Defense,4,1035,Benoni Defense,Intermediate
B00,St. George Defense: Zilbermints Gambit,4,1036,St. George Defense,Intermediate
B28,Sicilian Defense: Double-Dutch Gambit,6,1037,Sicilian Defense,Intermediate
C01,French Defense: Franco-Hiva Gambit I Accepted,6,1038,French Defense,Intermediate
D06,Queen's Gambit Refused: Austrian Attack |  Salvio Countergambit,6,1039,Queen's Gambit Refused,Intermediate
B12,Caro-Kann Defense: Ulysses Gambit,7,1040,Caro-Kann Defense,Intermediate
A20,English Opening: King's English Variation |  Nimzowitsch Variation,3,1041,English Opening,Basic
B00,Lemming Defense,2,1042,Lemming Defense,Basic
C21,Center Game: Lanc-Arnold Gambit |  Schippler Gambit,9,1043,Center Game,Advanced
B44,Sicilian Defense: Paulsen Variation |  Szen Variation,9,1044,Sicilian Defense,Advanced
C30,King's Gambit Declined |  Norwalde Variation,4,1045,King's Gambit Declined,Intermediate
D14,Slav Defense: Exchange Variation |  Symmetrical Line,12,1046,Slav Defense,Advanced
B80,Sicilian Defense: Scheveningen Variation,10,1047,Sicilian Defense,Advanced
D35,Queen's Gambit Declined: Exchange Variation,7,1048,Queen's Gambit Declined,Intermediate
C28,Bishop's Opening: Vienna Hybrid,7,1049,Bishop's Opening,Intermediate
C20,King's Pawn Game: King's Head Opening,5,1050,King's Pawn Game,Intermediate
D21,Queen's Gambit Accepted: Gunsberg Defense,6,1051,Queen's Gambit Accepted,Intermediate
D07,Queen's Gambit Refused: Chigorin Defense |  Main Line,6,1052,Queen's Gambit Refused,Intermediate
C14,French Defense: Classical Variation |  Alapin Variation,13,1053,French Defense,Advanced
C59,Italian Game: Two Knights Defense |  Steinitz Variation,17,1054,Italian Game,Advanced
C69,Ruy Lopez: Exchange Variation |  Bronstein Variation,10,1055,Ruy Lopez,Advanced
D00,Blackmar-Diemer Gambit: von Popiel Gambit,7,1056,Blackmar-Diemer Gambit,Intermediate
C01,French Defense: Baeuerle Gambit,4,1057,French Defense,Intermediate
D01,Richter-Veresov Attack #2,6,1058,Richter-Veresov Attack #2,Intermediate
C36,King's Gambit Accepted |  Modern Defense,6,1059,King's Gambit Accepted,Intermediate
D70,Neo-Gruenfeld Defense: Non- or Delayed Fianchetto,6,1060,Neo-Gruenfeld Defense,Intermediate
A04,Zukertort Opening: Nimzo-Larsen Variation,3,1061,Zukertort Opening,Basic
C89,Ruy Lopez: Marshall Attack,16,1062,Ruy Lopez,Advanced
C78,Ruy Lopez: Closed Variations |  Martinez Variation,11,1063,Ruy Lopez,Advanced
E47,Nimzo-Indian Defense: Normal Variation |  Bishop Attack,9,1064,Nimzo-Indian Defense,Advanced
C10,French Defense: Rubinstein Variation,6,1065,French Defense,Intermediate
C65,Ruy Lopez: Berlin Defense |  Beverwijk Variation,8,1066,Ruy Lopez,Advanced
C21,Center Game: Kieseritzky Variation #3,6,1067,Center Game,Intermediate
C31,King's Gambit |  Falkbeer Countergambit |  Hinrichsen Gambit,5,1068,King's Gambit,Intermediate
A50,Queen's Indian Accelerated,4,1069,Queen's Indian Accelerated,Intermediate
C21,Center Game: Ross Gambit,5,1070,Center Game,Intermediate
B01,Scandinavian Defense: Boehnke Gambit,6,1071,Scandinavian Defense,Intermediate
C12,French Defense: MacCutcheon Variation |  Exchange Variation,9,1072,French Defense,Advanced
D02,Queen's Pawn Game: Barry Attack |  Gruenfeld Variation,11,1073,Queen's Pawn Game,Advanced
D74,Neo-Gruenfeld Defense: Delayed Exchange Variation,13,1074,Neo-Gruenfeld Defense,Advanced
A40,Australian Defense,2,1075,Australian Defense,Basic
B00,Ware Defense,2,1076,Ware Defense,Basic
C13,French Defense: Alekhine-Chatard Attack |  Breyer Variation,12,1077,French Defense,Advanced
C11,French Defense: Burn Variation,7,1078,French Defense,Intermediate
B15,Caro-Kann Defense: Main Line,7,1079,Caro-Kann Defense,Intermediate
C13,French Defense: Alekhine-Chatard Attack |  Maroczy Variation,12,1080,French Defense,Advanced
C41,Philidor Defense: Philidor Countergambit,6,1081,Philidor Defense,Intermediate
B01,Scandinavian Defense: Zilbermints Gambit,3,1082,Scandinavian Defense,Basic
A80,Dutch Defense: Omega-Isis Gambit,4,1083,Dutch Defense,Intermediate
D37,Queen's Gambit Declined: Harrwitz Attack,9,1084,Queen's Gambit Declined,Advanced
D10,Slav Defense: Winawer Countergambit,6,1085,Slav Defense,Intermediate
C80,Ruy Lopez: Open Variations |  Open Variation,10,1086,Ruy Lopez,Advanced
A00,Hungarian Opening: Reversed Modern Defense,4,1087,Hungarian Opening,Intermediate
D11,Slav Defense: Modern,6,1088,Slav Defense,Intermediate
D91,Gruenfeld Defense: Three Knights Variation |  Petrosian System,9,1089,Gruenfeld Defense,Advanced
B09,Pirc Defense: Austrian Attack,7,1090,Pirc Defense,Intermediate
C55,Italian Game: Scotch Gambit |  Walbrodt-Baird Gambit,11,1091,Italian Game,Advanced
D20,Queen's Gambit Accepted: Central Variation |  McDonnell Defense |  Somov Gambit,7,1092,Queen's Gambit Accepted,Intermediate
B76,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Panov Variation,17,1093,Sicilian Defense,Advanced
B25,Sicilian Defense: Closed Variation,11,1094,Sicilian Defense,Advanced
B23,Sicilian Defense: Closed Variation |  Korchnoi Defense,6,1095,Sicilian Defense,Intermediate
B23,Sicilian Defense: Closed #2,5,1096,Sicilian Defense,Intermediate
C70,Ruy Lopez: Morphy Defense |  Schliemann Defense Deferred,8,1097,Ruy Lopez,Advanced
B20,Sicilian Defense: Mengarini Variation,3,1098,Sicilian Defense,Basic
A54,Old Indian Defense: Tartakower-Indian,6,1099,Old Indian Defense,Intermediate
C02,French Defense: Advance Variation |  Nimzowitsch Gambit,9,1100,French Defense,Advanced
E42,Nimzo-Indian Defense: Huebner Variation |  Rubinstein Variation,9,1101,Nimzo-Indian Defense,Advanced
B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Scheveningen Formation,12,1102,Sicilian Defense,Advanced
A00,Valencia Opening,3,1103,Valencia Opening,Basic
D08,Queen's Gambit Refused: Albin Countergambit |  Lasker Trap,10,1104,Queen's Gambit Refused,Advanced
E76,King's Indian Defense: Four Pawns Attack,9,1105,King's Indian Defense,Advanced
A00,Hungarian Opening: Buecker Gambit,5,1106,Hungarian Opening,Intermediate
A10,English Opening: Anglo-Scandinavian Defense |  Loehn Gambit,4,1107,English Opening,Intermediate
C50,Italian Game: Rosentreter Gambit,7,1108,Italian Game,Intermediate
A41,Rat Defense: English Rat |  Lisbon Gambit,6,1109,Rat Defense,Intermediate
E50,Nimzo-Indian Defense: Normal Variation |  Huebner Deferred,10,1110,Nimzo-Indian Defense,Advanced
E56,Nimzo-Indian Defense: Normal Variation |  Gligoric System |  Bernstein Defense,14,1111,Nimzo-Indian Defense,Advanced
A50,Indian Game: Normal Variation,3,1112,Indian Game,Basic
E06,Catalan Opening: Closed Variation,9,1113,Catalan Opening,Advanced
B01,Scandinavian Defense: Anderssen Counterattack,8,1114,Scandinavian Defense,Advanced
D15,Slav Defense: Schlechter Variation,8,1115,Slav Defense,Advanced
C53,Italian Game: Classical Variation,8,1116,Italian Game,Advanced
C55,Italian Game: Scotch Gambit Declined #2,8,1117,Italian Game,Advanced
C51,Italian Game: Evans Gambit |  Morphy Attack,17,1118,Italian Game,Advanced
C13,French Defense: Classical Variation |  Normal Variation,8,1119,French Defense,Advanced
D34,Tarrasch Defense: Classical Variation,16,1120,Tarrasch Defense,Advanced
D55,Queen's Gambit Declined: Anti-Tartakower Variation,13,1121,Queen's Gambit Declined,Advanced
C44,Ponziani Opening: Spanish Variation,7,1122,Ponziani Opening,Intermediate
C14,French Defense: Classical Variation |  Pollock Variation,13,1123,French Defense,Advanced
C55,Italian Game: Two Knights Defense #2,8,1124,Italian Game,Advanced
D50,Queen's Gambit Declined: Been-Koomen Variation,8,1125,Queen's Gambit Declined,Advanced
B28,Sicilian Defense: O'Kelly Variation |  Maroczy Bind |  Paulsen Line,6,1126,Sicilian Defense,Intermediate
C18,French Defense: Winawer Variation |  Advance Variation,12,1127,French Defense,Advanced
B22,Sicilian Defense: Alapin Variation |  Barmen Defense |  Central Exchange,12,1128,Sicilian Defense,Advanced
B47,Sicilian Defense: Paulsen Variation |  Bastrikov Variation,10,1129,Sicilian Defense,Advanced
B01,Scandinavian Defense: Classical Variation,10,1130,Scandinavian Defense,Advanced
C18,French Defense: Winawer Variation |  Retreat Variation,10,1131,French Defense,Advanced
B52,Sicilian Defense: Canal-Sokolsky Attack |  Sokolsky Variation,9,1132,Sicilian Defense,Advanced
E94,King's Indian Defense: Orthodox Variation |  Donner Defense,14,1133,King's Indian Defense,Advanced
D52,Queen's Gambit Declined,11,1134,Queen's Gambit Declined,Advanced
A57,Benko Gambit Declined |  Main Line,7,1135,Benko Gambit Declined,Intermediate
B07,King's Pawn Game: Philidor Gambit,6,1136,King's Pawn Game,Intermediate
D34,Tarrasch Defense: Classical Variation |  Carlsbad Variation,17,1137,Tarrasch Defense,Advanced
E80,King's Indian Defense: Saemisch Variation,9,1138,King's Indian Defense,Advanced
E67,King's Indian Defense: Fianchetto Variation |  Debrecen Defense,12,1139,King's Indian Defense,Advanced
E20,Nimzo-Indian Defense: Romanishin Variation #2,7,1140,Nimzo-Indian Defense,Intermediate
A18,English Opening: Mikenas-Carls Variation #2,5,1141,English Opening,Intermediate
A21,English Opening: King's English Variation,5,1142,English Opening,Intermediate
C44,Scotch Gambit,11,1143,Scotch Gambit,Advanced
C10,French Defense: Classical Variation |  Svenonius Variation,7,1144,French Defense,Intermediate
B00,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation |  Vehre Variation,6,1145,Nimzowitsch Defense,Intermediate
B24,Sicilian Defense: Closed #2,8,1146,Sicilian Defense,Advanced
B29,Sicilian Defense: Nimzowitsch Variation |  Main Line,12,1147,Sicilian Defense,Advanced
B58,Sicilian Defense: Classical Variation,11,1148,Sicilian Defense,Advanced
A59,Benko Gambit Accepted |  Yugoslav |  without 7...Bxf1,13,1149,Benko Gambit Accepted,Advanced
D47,Semi-Slav Defense: Meran Variation |  Wade Variation,16,1150,Semi-Slav Defense,Advanced
A40,Modern Defense: Beefeater Variation,10,1151,Modern Defense,Advanced
A54,Old Indian Defense: Two Knights Variation,7,1152,Old Indian Defense,Intermediate
A00,Polish Opening: Queen's Indian Variation,6,1153,Polish Opening,Intermediate
C42,Russian Game: Classical Attack |  Mason Variation,14,1154,Russian Game,Advanced
D24,Queen's Gambit Accepted: Showalter Variation,7,1155,Queen's Gambit Accepted,Intermediate
A43,Benoni Defense: Benoni-Indian Defense,4,1156,Benoni Defense,Intermediate
D30,Queen's Gambit Declined: Capablanca,8,1157,Queen's Gambit Declined,Advanced
A43,Old Benoni Defense #2,3,1158,Old Benoni Defense #2,Basic
B82,Sicilian Defense: Scheveningen Variation |  Matanovic Attack,11,1159,Sicilian Defense,Advanced
A60,Benoni Defense: Modern Variation |  Snake Variation,10,1160,Benoni Defense,Advanced
D81,Gruenfeld Defense: Russian Variation |  Accelerated Variation,7,1161,Gruenfeld Defense,Intermediate
D85,Gruenfeld Defense: Exchange Variation,8,1162,Gruenfeld Defense,Advanced
C42,Russian Game: French Attack,9,1163,Russian Game,Advanced
B27,Sicilian Defense: Katalimov Variation,4,1164,Sicilian Defense,Intermediate
A00,Grob Opening: Spike |  Hurst Attack,5,1165,Grob Opening,Intermediate
B00,Nimzowitsch Defense: French Connection,4,1166,Nimzowitsch Defense,Intermediate
B01,Scandinavian Defense: Portuguese Variation,6,1167,Scandinavian Defense,Intermediate
A23,English Opening: King's English Variation |  Two Knights Variation |  Keres Variation,6,1168,English Opening,Intermediate
A36,English Opening: Symmetrical Variation |  Botvinnik System Reversed,10,1169,English Opening,Advanced
A10,English Opening: Jaenisch Gambit,2,1170,English Opening,Basic
A15,English Opening: Anglo-Indian Defense |  Scandinavian Defense |  Exchange Variation,6,1171,English Opening,Intermediate
A46,Torre Attack: Classical Defense |  Nimzowitsch Variation,6,1172,Torre Attack,Intermediate
A82,Dutch Defense: Staunton Gambit Accepted,4,1173,Dutch Defense,Intermediate
A84,Dutch Defense: Normal Variation,4,1174,Dutch Defense,Intermediate
B33,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation,11,1175,Sicilian Defense,Advanced
B80,Sicilian Defense: Scheveningen Variation |  Vitolins Variation,11,1176,Sicilian Defense,Advanced
D00,Blackmar-Diemer Gambit Declined |  Lamb Defense,8,1177,Blackmar-Diemer Gambit Declined,Advanced
B10,Caro-Kann Defense: Accelerated Panov Attack |  Open Variation,4,1178,Caro-Kann Defense,Intermediate
A04,Zukertort Opening: Lisitsyn Gambit,3,1179,Zukertort Opening,Basic
A41,Queen's Pawn Game: Anglo-Slav Opening,4,1180,Queen's Pawn Game,Intermediate
C45,Scotch Game: Fraser Variation,9,1181,Scotch Game,Advanced
C40,Latvian Gambit: Mason Countergambit,5,1182,Latvian Gambit,Intermediate
C38,King's Gambit Accepted |  Greco Gambit,12,1183,King's Gambit Accepted,Advanced
A15,English Opening: Anglo-Indian Defense |  Queen's Indian Formation,4,1184,English Opening,Intermediate
B03,Alekhine Defense: Four Pawns Attack |  Trifunovic Variation,10,1185,Alekhine Defense,Advanced
A49,Zukertort Opening: Double Fianchetto Attack,11,1186,Zukertort Opening,Advanced
B32,Sicilian Defense: Flohr Variation,8,1187,Sicilian Defense,Advanced
C91,Ruy Lopez: Closed Variations |  Yates Variation |  Short Attack,19,1188,Ruy Lopez,Advanced
C55,Italian Game: Scotch Gambit |  de Riviere Defense,10,1189,Italian Game,Advanced
C71,Ruy Lopez: Noah's Ark Trap,16,1190,Ruy Lopez,Advanced
C33,King's Gambit Accepted |  Bishop's Gambit |  Bogoljubov Variation,7,1191,King's Gambit Accepted,Intermediate
B01,Scandinavian Defense: Anderssen Counterattack |  Goteborg System,9,1192,Scandinavian Defense,Advanced
D90,Gruenfeld Defense: Three Knights Variation #2,7,1193,Gruenfeld Defense,Intermediate
A00,Van Geet Opening: Sicilian Two Knights,7,1194,Van Geet Opening,Intermediate
D31,Queen's Gambit Declined: Charousek (Petrosian) Variation,6,1195,Queen's Gambit Declined,Intermediate
C01,French Defense: Perseus Gambit,5,1196,French Defense,Intermediate
A02,Bird Opening: Sturm Gambit,3,1197,Bird Opening,Basic
E90,King's Indian Defense: Larsen Variation,11,1198,King's Indian Defense,Advanced
A04,Zukertort Opening: Basman Defense,2,1199,Zukertort Opening,Basic
D11,Slav Defense: Quiet Variation,7,1200,Slav Defense,Intermediate
C20,King's Pawn Game: Clam Variation |  King's Gambit Reversed,4,1201,King's Pawn Game,Intermediate
C43,Russian Game: Modern Attack |  Center Variation,7,1202,Russian Game,Intermediate
D44,Queen's Gambit Declined: Vienna Variation,8,1203,Queen's Gambit Declined,Advanced
D03,Queen's Pawn Game: Torre Attack |  Gruenfeld Variation,6,1204,Queen's Pawn Game,Intermediate
C25,Vienna Game: Vienna Gambit,5,1205,Vienna Game,Intermediate
C37,King's Gambit Accepted: King Knight's Gambit,6,1206,King's Gambit Accepted,Intermediate
E73,King's Indian Defense: Averbakh Variation |  Geller Defense,12,1207,King's Indian Defense,Advanced
D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch Bishop Attack,9,1208,Queen's Gambit Declined,Advanced
B08,Pirc Defense: Classical Variation |  Quiet System,9,1209,Pirc Defense,Advanced
A00,Polish Opening: Outflank Variation,2,1210,Polish Opening,Basic
B40,Sicilian Defense: Smith-Morra Gambit Deferred,7,1211,Sicilian Defense,Intermediate
C15,French Defense: Winawer Variation,6,1212,French Defense,Intermediate
D00,Queen's Pawn Game: Huebsch Gambit,6,1213,Queen's Pawn Game,Intermediate
A03,Bird Opening: Williams Gambit,3,1214,Bird Opening,Basic
B03,Alekhine Defense #3,7,1215,Alekhine Defense #3,Intermediate
C51,Italian Game: Evans Gambit |  Stone-Ware Variation,10,1216,Italian Game,Advanced
A45,Indian Game: Omega Gambit,3,1217,Indian Game,Basic
B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Paulsen Formation,12,1218,Sicilian Defense,Advanced
B12,Caro-Kann Defense #2,4,1219,Caro-Kann Defense #2,Intermediate
B21,Sicilian Defense: Smith-Morra Gambit Declined |  Wing Formation,6,1220,Sicilian Defense,Intermediate
A00,Polish Opening: Baltic Defense,4,1221,Polish Opening,Intermediate
D38,Queen's Gambit Declined: Ragozin Defense |  Alekhine Variation,9,1222,Queen's Gambit Declined,Advanced
A13,English Opening: Agincourt Defense |  Catalan Defense,6,1223,English Opening,Intermediate
D90,Gruenfeld Defense: Three Knights Variation,8,1224,Gruenfeld Defense,Advanced
B83,Sicilian Defense: Scheveningen Variation |  Modern Variation,17,1225,Sicilian Defense,Advanced
D26,Queen's Gambit Accepted: Classical Defense |  Steinitz Variation |  Exchange Variation,12,1226,Queen's Gambit Accepted,Advanced
C09,French Defense: Tarrasch Variation |  Open System |  Main Line,10,1227,French Defense,Advanced
C10,French Defense: Rubinstein Variation |  Kasparov Attack,13,1228,French Defense,Advanced
C08,French Defense: Tarrasch |  Open |  4.exd5 exd5,8,1229,French Defense,Advanced
D05,Colle System: Traditional Colle,9,1230,Colle System,Advanced
B56,Sicilian Defense: Kupreichik Variation,10,1231,Sicilian Defense,Advanced
C05,French Defense: Tarrasch Variation |  Pawn Center Variation,9,1232,French Defense,Advanced
B01,Scandinavian Defense: 2.b3,3,1233,Scandinavian Defense,Basic
A13,English Opening: Neo-Catalan,6,1234,English Opening,Intermediate
B07,Czech Defense,6,1235,Czech Defense,Intermediate
A00,Polish Opening: Bugayev Advance Variation,5,1236,Polish Opening,Intermediate
A83,Dutch Defense: Staunton Gambit |  Nimzowitsch Variation,8,1237,Dutch Defense,Advanced
E11,Bogo-Indian Defense: Wade-Smyslov Variation,8,1238,Bogo-Indian Defense,Advanced
D17,Slav Defense: Czech Variation |  Wiesbaden Variation,12,1239,Slav Defense,Advanced
B19,Caro-Kann Defense: Classical |  7...Nd7,14,1240,Caro-Kann Defense,Advanced
E95,King's Indian |  Orthodox |  7...Nbd7 8.Re1,15,1241,King's Indian,Advanced
D37,Queen's Gambit Declined: Barmen Variation,8,1242,Queen's Gambit Declined,Advanced
E94,King's Indian Defense: Orthodox Variation,13,1243,King's Indian Defense,Advanced
C30,King's Gambit Declined |  Keene Defense,6,1244,King's Gambit Declined,Intermediate
C21,Danish Gambit Accepted |  Schlechter Defense,10,1245,Danish Gambit Accepted,Advanced
C49,Four Knights Game: Spanish Variation |  Symmetrical Variation #3,12,1246,Four Knights Game,Advanced
C07,French Defense: Tarrasch Variation |  Chistyakov Defense |  Modern Line,20,1247,French Defense,Advanced
C38,King's Gambit Accepted |  Hanstein Gambit,9,1248,King's Gambit Accepted,Advanced
B20,Sicilian Defense: Brick Variation,3,1249,Sicilian Defense,Basic
A40,Borg Defense: Borg Gambit,2,1250,Borg Defense,Basic
D30,Queen's Gambit Declined: Vienna Variation,8,1251,Queen's Gambit Declined,Advanced
A01,Nimzo-Larsen Attack: Dutch Variation,2,1252,Nimzo-Larsen Attack,Basic
C37,King's Gambit Accepted |  Rosentreter Gambit,7,1253,King's Gambit Accepted,Intermediate
C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bogoljubov Variation,15,1254,Italian Game,Advanced
A04,Zukertort Opening: The Walrus,6,1255,Zukertort Opening,Intermediate
A00,Barnes Opening: Walkerling,5,1256,Barnes Opening,Intermediate
A83,Dutch Defense: Staunton Gambit,7,1257,Dutch Defense,Intermediate
D58,Queen's Gambit Declined: Tartakower Defense,14,1258,Queen's Gambit Declined,Advanced
C30,King's Gambit Accepted |  Dodo Variation,5,1259,King's Gambit Accepted,Intermediate
C71,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,8,1260,Ruy Lopez,Advanced
A00,Polish Opening: Bugayev Attack,3,1261,Polish Opening,Basic
C41,Philidor Defense: Paulsen Attack,9,1262,Philidor Defense,Advanced
A13,English Opening: Agincourt Defense |  Catalan Defense |  Semi-Slav Defense,8,1263,English Opening,Advanced
C44,King's Pawn Game: Pachman Wing Gambit,5,1264,King's Pawn Game,Intermediate
C21,Center Game Accepted,4,1265,Center Game Accepted,Intermediate
C21,Center Game: von der Lasa Gambit,5,1266,Center Game,Intermediate
B03,Alekhine Defense: Four Pawns Attack |  6...Nc6,12,1267,Alekhine Defense,Advanced
C30,King's Gambit Declined: Classical |  Soldatenkov Variation,7,1268,King's Gambit Declined,Intermediate
C42,Russian Game: Classical Attack |  Closed Variation,10,1269,Russian Game,Advanced
B12,Caro-Kann Defense: Advance Variation |  Bayonet Attack,7,1270,Caro-Kann Defense,Intermediate
C63,Ruy Lopez: Schliemann Defense |  Tartakower Variation,10,1271,Ruy Lopez,Advanced
C88,Ruy Lopez: Closed |  8.c3,15,1272,Ruy Lopez,Advanced
E11,Bogo-Indian Defense: Gruenfeld Variation,7,1273,Bogo-Indian Defense,Intermediate
E15,Queen's Indian Defense: Fianchetto Variation,7,1274,Queen's Indian Defense,Intermediate
D78,Neo-Gruenfeld Defense: Classical Variation |  Modern Defense,12,1275,Neo-Gruenfeld Defense,Advanced
B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Kan Formation,10,1276,Sicilian Defense,Advanced
A12,Reti Opening: Anglo-Slav Variation |  Bogoljubov Variation |  III,5,1277,Reti Opening,Intermediate
C60,Ruy Lopez: Rotary-Albany Gambit,6,1278,Ruy Lopez,Intermediate
C32,King's Gambit |  Falkbeer Countergambit |  Modern Transfer,6,1279,King's Gambit,Intermediate
A44,Old Benoni Defense,4,1280,Old Benoni Defense,Intermediate
D32,Queen's Gambit Declined: Tarrasch Defense: 4.cxd5 exd5,8,1281,Queen's Gambit Declined,Advanced
C70,Ruy Lopez: Morphy Defense |  Cozio Defense,8,1282,Ruy Lopez,Advanced
B20,Sicilian Defense: Keres Variation,3,1283,Sicilian Defense,Basic
D30,Queen's Gambit Declined: Hastings Variation,13,1284,Queen's Gambit Declined,Advanced
D31,Semi-Slav Defense: Marshall Gambit,7,1285,Semi-Slav Defense,Intermediate
C07,French Defense: Tarrasch Variation |  Open System |  Euwe-Keres Line,7,1286,French Defense,Intermediate
E97,King's Indian Defense: Orthodox Variation |  Aronin-Taimanov Defense,14,1287,King's Indian Defense,Advanced
E11,Bogo-Indian Defense: Nimzowitsch Variation,8,1288,Bogo-Indian Defense,Advanced
C24,Bishop's Opening: Urusov Gambit,7,1289,Bishop's Opening,Intermediate
C57,Italian Game: Two Knights Defense |  Traxler Counterattack |  Bishop Sacrifice Line,9,1290,Italian Game,Advanced
C47,Four Knights Game: Scotch Variation |  Belgrade Gambit,9,1291,Four Knights Game,Advanced
C68,Ruy Lopez: Exchange Variation |  Alekhine Variation,14,1292,Ruy Lopez,Advanced
D45,Semi-Slav Defense: Stoltz Variation,11,1293,Semi-Slav Defense,Advanced
B01,Scandinavian Defense: Kiel Variation,8,1294,Scandinavian Defense,Advanced
C92,Ruy Lopez: Closed Variations,17,1295,Ruy Lopez,Advanced
C21,Danish Gambit Declined |  Sorensen Defense,6,1296,Danish Gambit Declined,Intermediate
E98,King's Indian Defense: Orthodox Variation |  Classical System,17,1297,King's Indian Defense,Advanced
B92,Sicilian Defense: Najdorf Variation |  Opocensky Variation |  Modern Line,16,1298,Sicilian Defense,Advanced
B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Fianchetto Defense,10,1299,Sicilian Defense,Advanced
C41,Philidor Defense: Steinitz Variation,7,1300,Philidor Defense,Intermediate
C43,Russian Game: Modern Attack |  Murrey Variation,8,1301,Russian Game,Advanced
B78,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Old Line,20,1302,Sicilian Defense,Advanced
B12,Caro-Kann Defense: Advance Variation |  Tal Variation,7,1303,Caro-Kann Defense,Intermediate
A57,Benko Gambit Accepted |  Modern Variation,9,1304,Benko Gambit Accepted,Advanced
E15,Queen's Indian Defense: Fianchetto Variation |  Saemisch Variation,10,1305,Queen's Indian Defense,Advanced
C00,French Defense: Alapin Gambit,5,1306,French Defense,Intermediate
D31,Queen's Gambit Declined: Janowski Variation,6,1307,Queen's Gambit Declined,Intermediate
E32,Nimzo-Indian Defense: Classical Variation |  Keres Defense,12,1308,Nimzo-Indian Defense,Advanced
C42,Russian Game: Moody Gambit,9,1309,Russian Game,Advanced
A70,Benoni Defense: Classical Variation,13,1310,Benoni Defense,Advanced
B70,Sicilian Defense: Dragon Variation |  Fianchetto Variation,11,1311,Sicilian Defense,Advanced
C06,French Defense: Tarrasch Variation |  Closed Variation |  Main Line,15,1312,French Defense,Advanced
C40,Latvian Gambit Accepted |  Bilguer Variation,9,1313,Latvian Gambit Accepted,Advanced
D51,Queen's Gambit Declined: Modern |  Knight Defense,10,1314,Queen's Gambit Declined,Advanced
C54,Italian Game: Classical Variation |  Greco Gambit |  Moeller-Therkatz Attack,17,1315,Italian Game,Advanced
B02,Alekhine Defense: Scandinavian Variation |  Geschev Gambit,6,1316,Alekhine Defense,Intermediate
A45,Canard Opening,3,1317,Canard Opening,Basic
C53,Italian Game: Classical Variation |  La Bourdonnais Variation,12,1318,Italian Game,Advanced
B76,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Belezky Line,14,1319,Sicilian Defense,Advanced
A00,Polish Opening: Birmingham Gambit,2,1320,Polish Opening,Basic
A36,English Opening: Symmetrical Variation |  Symmetrical Variation,8,1321,English Opening,Advanced
B21,Sicilian Defense: Smith-Morra Gambit Declined |  Scandinavian Formation,6,1322,Sicilian Defense,Intermediate
B39,Sicilian Defense: Accelerated Dragon |  Maroczy Bind |  Breyer Variation,14,1323,Sicilian Defense,Advanced
A18,English Opening: Mikenas-Carls Variation,7,1324,English Opening,Intermediate
E18,Queen's Indian Defense: Classical Variation |  Traditional Variation |  Nimzowitsch Line,14,1325,Queen's Indian Defense,Advanced
D95,Gruenfeld Defense: Botvinnik Variation,12,1326,Gruenfeld Defense,Advanced
D57,Queen's Gambit Declined: Tartakower Variation |  Exchange Variation,16,1327,Queen's Gambit Declined,Advanced
